ofs,nom,canton,district,revenu_median_est,part_haut_revenu,nb_contribuables,coefficient,fortune_moy_chf,revenu_norm,coeff_norm,indice_pouvoir_achat
2303,St. Silvester,Fribourg,Sense,53982.0,13.3,602.0,95.0,,31.472058952539694,92.64705882352942,19.4
5562,Mauborget,Vaud,Jura-Nord vaudois,41251.0,9.0,78.0,70.0,180436.0,3.5507500657952455,64.86486486486487,19.3
2063,Billens-Hennens,Fribourg,La Glâne,53809.0,14.8,501.0,95.0,,31.092639705237303,92.64705882352942,19.2
2337,Le Flon,Fribourg,La Veveyse,52988.0,15.6,684.0,93.8,,29.292043161680848,90.88235294117646,19.2
2124,Broc,Fribourg,La Gruyère,51724.0,13.9,1487.0,92.0,,26.51987016404948,88.23529411764706,19.1
2163,Val-de-Charmey,Fribourg,La Gruyère,50163.0,17.8,1462.0,89.8,,23.09632423896833,85.0,19.0
6603,Avully,Genève,Genève,56454.0,18.4,899.0,51.0,,36.893587156768135,100.0,18.4
2299,Plaffeien,Fribourg,Sense,50887.0,13.5,2209.0,92.0,,24.684182823054655,88.23529411764706,18.2
2300,Plasselb,Fribourg,Sense,52468.0,13.6,612.0,95.0,,28.151592244933767,92.64705882352942,17.8
2096,Romont (FR),Fribourg,La Glâne,49052.0,14.4,2888.0,90.0,,20.65970699184139,85.29411764705883,17.7
5568,Sainte-Croix,Vaud,Jura-Nord vaudois,39632.0,8.7,2993.0,70.0,180436.0,0.0,64.86486486486487,17.6
5758,La Praz,Vaud,Jura-Nord vaudois,55556.0,18.0,100.0,83.0,180436.0,34.92411615053952,100.0,17.5
2067,Le Châtelard,Fribourg,La Glâne,48810.0,13.3,211.0,90.0,,20.128958680586017,85.29411764705883,17.4
6644,Versoix,Genève,Genève,45502.0,17.3,5966.0,45.5,,12.87393631020265,78.84615384615384,17.0
5938,Yverdon-les-Bains,Vaud,Jura-Nord vaudois,45149.0,11.0,15841.0,75.0,180436.0,12.099745591718571,78.37837837837837,16.9
5890,Vevey,Vaud,Riviera-Pays-d'Enhaut,44538.0,11.3,11069.0,74.5,337178.0,10.759715764540749,77.02702702702703,16.9
5912,Démoret,Vaud,Jura-Nord vaudois,48182.0,14.0,86.0,78.0,180436.0,18.751644881129923,86.48648648648648,16.1
5627,Chavannes-près-Renens,Vaud,Ouest lausannois,47573.0,10.2,3909.0,77.5,188994.0,17.4160014036319,85.13513513513513,16.1
6613,Chêne-Bourg,Genève,Genève,45223.0,15.3,4473.0,46.0,,12.262040529871042,80.76923076923077,15.7
5921,Molondin,Vaud,Jura-Nord vaudois,51472.0,16.4,134.0,81.0,180436.0,25.967190104395122,94.5945945945946,15.7
6621,Genève,Genève,Genève,44105.0,15.2,101788.0,45.49,,9.810071058864812,78.8076923076923,15.5
5586,Lausanne,Vaud,Lausanne,47070.0,13.1,77121.0,78.5,253297.0,16.312834459163085,87.83783783783784,14.2
2121,Haut-Intyamon,Fribourg,La Gruyère,49919.0,13.7,904.0,97.0,,22.56118957803316,95.58823529411765,13.5
5591,Renens (VD),Vaud,Ouest lausannois,44275.0,9.6,10523.0,77.0,188994.0,10.182910781647513,83.78378378378379,13.2
5842,Rossinière,Vaud,Riviera-Pays-d'Enhaut,48929.0,11.8,297.0,81.0,337178.0,20.389946486533905,94.5945945945946,12.9
5410,Ormont-Dessous,Vaud,Aigle,43824.0,10.9,695.0,77.0,228474.0,9.193788928853408,83.78378378378379,12.7
5765,Vaulion,Vaud,Jura-Nord vaudois,48611.0,12.9,278.0,81.0,180436.0,19.692516887446267,94.5945945945946,12.5
5843,Rougemont,Vaud,Riviera-Pays-d'Enhaut,46072.0,16.7,419.0,79.0,337178.0,14.124045968944642,89.1891891891892,12.5
5761,Romainmôtier-Envy,Vaud,Jura-Nord vaudois,48462.0,12.9,318.0,81.0,180436.0,19.36573383630143,94.5945945945946,12.4
2038,Prévondavaux,Fribourg,La Broye,44092.0,11.5,61.0,90.3,,9.781559785946135,85.73529411764706,12.0
5563,Mutrux,Vaud,Jura-Nord vaudois,46072.0,14.3,77.0,80.0,180436.0,14.124045968944642,91.8918918918919,11.1
2138,Jaun,Fribourg,La Gruyère,49674.0,8.9,361.0,100.0,,22.023861742258095,100.0,11.0
5407,Leysin,Vaud,Aigle,43397.0,13.7,1542.0,78.0,228474.0,8.257303272216861,86.48648648648648,10.9
5841,Château-d'Oex,Vaud,Riviera-Pays-d'Enhaut,45661.0,13.6,1837.0,81.5,337178.0,13.222651109746469,95.94594594594594,8.6
6631,Onex,Genève,Genève,45884.0,14.2,9692.0,50.5,,13.711729099043776,98.07692307692307,7.8
5566,Provence,Vaud,Jura-Nord vaudois,44055.0,9.7,248.0,81.0,180436.0,9.700412316869901,94.5945945945946,7.6
6643,Vernier,Genève,Genève,42332.0,12.1,18014.0,50.0,,5.921572067725239,96.15384615384616,4.9
2391,Staatswald Galm,Fribourg,See,,,,,,,,
5828,Treytorrens (Payerne),Vaud,Broye-Vully,55556.0,6.7,60.0,,149121.0,34.92411615053952,,
5610,Saint-Saphorin (Lavaux),Vaud,Lavaux-Oron,53126.0,25.3,217.0,,563599.0,29.594701289586805,,
2239,Grolley-Ponthaux,Fribourg,La Sarine,,,,80.0,,,70.58823529411765,
