ofs,nom,district,note_pouvoir_achat,note_population,note_tension_ems,indice_pouvoir_achat,pop_80plus,pop_zone_80plus,part_80plus,dist_ems_km,lits_pour_100_district,prix_m2_appart,prix_fiabilite
5414,Villeneuve (VD),Aigle,1.37,3.03,0.34,27.4,299.0,4581,5.0,3.15,23.7,11105.0,indicative (1-4)
5451,Avenches,Broye-Vully,1.61,2.5,1.72,32.3,227.0,2810,4.7,0.28,17.0,5493.0,annonces (surface estimée)
5501,Sullens,Gros-de-Vaud,2.78,4.29,2.58,55.5,56.0,15037,4.6,1.29,14.0,6152.0,annonces (surface estimée)
5535,Saint-Barthélemy (VD),Gros-de-Vaud,1.34,2.98,2.72,26.7,26.0,4390,3.1,2.51,14.0,5690.0,annonces (surface estimée)
5563,Mutrux,Jura-Nord vaudois,0.55,1.13,2.14,11.1,8.0,772,5.5,4.14,17.0,6459.0,annonces (surface estimée)
5581,Belmont-sur-Lausanne,Lavaux-Oron,2.26,4.35,3.85,45.2,176.0,15903,4.5,2.05,9.3,10622.0,solide (5+)
5648,Saint-Sulpice (VD),Ouest lausannois,3.63,4.35,1.86,72.6,303.0,15813,5.9,4.17,18.1,12443.0,indicative (1-4)
5654,Vullierens,Morges,1.56,3.56,4.01,31.3,21.0,7566,3.8,2.38,8.8,9485.0,indicative (1-4)
5683,Prévonloup,Broye-Vully,1.7,2.12,1.89,34.1,12.0,1965,5.2,1.84,17.0,8077.0,estimé (voisinage)
5688,Syens,Broye-Vully,1.98,2.04,1.99,39.5,10.0,1818,6.6,2.78,17.0,5865.0,estimé (voisinage)
5727,Saint-Cergue,Nyon,2.03,1.65,4.31,40.6,104.0,1262,3.5,10.2,11.0,6529.0,indicative (1-4)
5750,Les Clées,Jura-Nord vaudois,1.14,1.82,2.27,22.8,10.0,1478,5.2,5.33,17.0,6832.0,estimé (voisinage)
5813,Chevroux,Broye-Vully,1.7,1.93,1.97,34.1,21.0,1641,4.3,2.6,17.0,7882.0,indicative (1-4)
6619,Corsier (GE),Genève,3.22,4.53,3.04,64.4,121.0,18759,5.2,1.76,12.4,15987.0,indicative (1-4)
6626,Jussy,Genève,2.37,3.14,3.14,47.4,81.0,5096,6.6,2.69,12.4,10678.0,indicative (1-4)
2097,Rue,La Glâne,1.82,2.19,1.26,36.4,52.0,2086,3.2,3.42,20.2,,
2336,Semsales,La Veveyse,1.48,2.51,1.42,29.6,55.0,2814,3.5,3.54,19.6,,
5410,Ormont-Dessous,Aigle,0.64,1.73,0.7,12.7,58.0,1357,4.7,6.41,23.7,6123.0,indicative (1-4)
5411,Ormont-Dessus,Aigle,1.02,0.0,0.1,20.5,126.0,268,8.8,0.85,23.7,7951.0,indicative (1-4)
5436,Saint-Oyens,Morges,2.14,2.44,4.12,42.7,14.0,2657,3.1,3.38,8.8,8120.0,annonces (surface estimée)
5583,Crissier,Ouest lausannois,1.83,4.51,1.56,36.6,383.0,18410,3.6,1.34,18.1,10423.0,indicative (1-4)
5649,Tolochenaz,Morges,2.19,3.35,4.13,43.8,89.0,6202,4.6,3.5,8.8,11185.0,annonces (surface estimée)
5749,Chavornay,Jura-Nord vaudois,1.66,2.84,2.06,33.2,172.0,3853,3.2,3.47,17.0,4146.0,indicative (1-4)
5819,Henniez,Broye-Vully,1.32,2.11,1.94,26.5,16.0,1941,3.4,2.28,17.0,5949.0,estimé (voisinage)
5903,Bioley-Magnoux,Jura-Nord vaudois,1.35,2.69,2.15,27.0,13.0,3331,5.1,4.25,17.0,6551.0,estimé (voisinage)
5909,Cheseaux-Noréaz,Jura-Nord vaudois,2.72,2.6,2.03,54.5,48.0,3073,6.5,3.17,17.0,10011.0,indicative (1-4)
5928,Rovray,Jura-Nord vaudois,2.22,2.78,1.84,44.5,5.0,3651,2.6,1.41,17.0,7331.0,estimé (voisinage)
6602,Anières,Genève,2.26,3.42,3.16,45.2,117.0,6613,4.6,2.89,12.4,19652.0,indicative (1-4)
2008,Châtillon (FR),La Broye,2.7,2.15,2.51,53.9,10.0,2010,1.9,1.79,14.5,,
2043,Sévaz,La Broye,2.64,2.14,2.48,52.7,11.0,1989,3.5,1.53,14.5,,
2338,La Verrerie,La Veveyse,1.38,2.51,1.16,27.7,48.0,2827,3.6,1.12,19.6,,
2022,Gletterens,La Broye,2.23,1.9,2.44,44.6,41.0,1595,3.5,1.1,14.5,,
2096,Romont (FR),La Glâne,0.88,1.92,1.02,17.7,270.0,1621,4.4,1.24,20.2,,
2236,Gibloux,La Sarine,1.65,2.65,1.18,33.0,250.0,3212,3.0,0.15,19.1,,
2258,Fräschels,See,2.27,1.61,2.49,45.4,15.0,1217,3.4,2.93,15.1,,
2323,Bossonnens,La Veveyse,1.27,3.22,1.24,25.3,46.0,5473,2.9,1.93,19.6,,
5474,La Chaux (Cossonay),Morges,1.86,2.33,4.0,37.1,21.0,2390,4.9,2.27,8.8,6353.0,estimé (voisinage)
5487,Lussery-Villars,Gros-de-Vaud,1.74,2.66,2.72,34.8,18.0,3259,3.8,2.5,14.0,6353.0,estimé (voisinage)
5540,Montilliez,Gros-de-Vaud,1.96,2.34,2.8,39.2,65.0,2407,3.5,3.24,14.0,8750.0,estimé (voisinage)
5635,Ecublens (VD),Ouest lausannois,1.96,4.5,1.44,39.1,667.0,18164,5.0,0.33,18.1,11420.0,indicative (1-4)
5673,Hermenches,Broye-Vully,1.15,2.19,2.19,23.0,17.0,2097,4.6,4.64,17.0,7118.0,estimé (voisinage)
5703,Bassins,Nyon,2.14,1.7,4.22,42.8,55.0,1320,3.7,9.31,11.0,10593.0,indicative (1-4)
5762,Sergey,Jura-Nord vaudois,1.56,1.98,2.17,31.1,5.0,1716,3.8,4.44,17.0,6832.0,estimé (voisinage)
5902,Belmont-sur-Yverdon,Jura-Nord vaudois,1.88,2.75,2.19,37.5,16.0,3523,3.6,4.68,17.0,7337.0,indicative (1-4)
5939,Yvonand,Jura-Nord vaudois,1.3,2.71,1.81,26.0,215.0,3393,6.1,1.13,17.0,7331.0,annonces (surface estimée)
